no,date,Temperature,Humidity,CO2
198,2000-08-15 0:00,21.5,26.15,504
199,2000-08-16 0:00,21.5,26.1,501
200,2000-08-17 0:00,21.5,26.1,493.75
201,2000-08-18 0:00,21.5,26.1,500
202,2000-08-19 0:00,21.5,26.1,504.5
203,2000-08-20 0:00,21.5,26.05,504
204,2000-08-21 0:00,21.5,26.1,501
205,2000-08-22 0:00,21.5,26,499
206,2000-08-23 0:00,21.5,26,502
207,2000-08-24 0:00,21.5,26,503.5
208,2000-08-25 0:00,21.5,26,500.6666667
209,2000-08-26 0:00,21.5,26,493
210,2000-08-27 0:00,21.5,26,492.5
211,2000-08-28 0:00,21.5,26,493
212,2000-08-29 0:00,21.5,25.89,495.5
213,2000-08-30 0:00,21.5,26,492.6666667
214,2000-08-31 0:00,21.5,26,490
215,2000-09-01 0:00,21.5,25.92666667,493
216,2000-09-02 0:00,21.5,25.89,494.6666667
217,2000-09-03 0:00,21.5,25.89,496
218,2000-09-04 0:00,21.5,25.89,491
219,2000-09-05 0:00,21.5,25.84,490.5
220,2000-09-06 0:00,21.5,25.84,490
221,2000-09-07 0:00,21.5,25.89,491
222,2000-09-08 0:00,21.5,25.89,491.6666667
223,2000-09-09 0:00,21.5,25.89,493.5
224,2000-09-10 0:00,21.4725,25.865,493.75
225,2000-09-11 0:00,21.5,25.84,490
226,2000-09-12 0:00,21.5,25.79,488
227,2000-09-13 0:00,21.5,25.79,490
228,2000-09-14 0:00,21.5,25.79,487
229,2000-09-15 0:00,21.445,25.745,492.5
230,2000-09-16 0:00,21.445,25.745,493.5
231,2000-09-17 0:00,21.46333333,25.76,493.3333333
232,2000-09-18 0:00,21.445,25.745,488
233,2000-09-19 0:00,21.5,25.79,487.5
234,2000-09-20 0:00,21.42666667,25.73,485.3333333
235,2000-09-21 0:00,21.39,25.7,484
236,2000-09-22 0:00,21.39,25.7,489
237,2000-09-23 0:00,21.445,25.745,488
238,2000-09-24 0:00,21.5,25.79,493
239,2000-09-25 0:00,21.39,25.7,491
240,2000-09-26 0:00,21.445,25.745,488
241,2000-09-27 0:00,21.445,25.745,487.25
242,2000-09-28 0:00,21.39,25.7,489
243,2000-09-29 0:00,21.5,25.79,489
244,2000-09-30 0:00,21.39,25.7,486
245,2000-10-01 0:00,21.42666667,25.73,484.6666667
246,2000-10-02 0:00,21.39,25.7,485
247,2000-10-03 0:00,21.39,25.7,487
248,2000-10-04 0:00,21.39,25.7,492
249,2000-10-05 0:00,21.39,25.7,490.6666667
250,2000-10-06 0:00,21.39,25.7,488
251,2000-10-07 0:00,21.39,25.7,485.5
252,2000-10-08 0:00,21.39,25.7,486
253,2000-10-09 0:00,21.39,25.7,485.5
254,2000-10-10 0:00,21.39,25.7,486
255,2000-10-11 0:00,21.39,25.7,480
256,2000-10-12 0:00,21.39,25.7,481
257,2000-10-13 0:00,21.39,25.7,481.6666667
258,2000-10-14 0:00,21.39,25.7,485.5
259,2000-10-15 0:00,21.39,25.7,485
260,2000-10-16 0:00,21.39,25.7,473
261,2000-10-17 0:00,21.39,25.7,475
262,2000-10-18 0:00,21.39,25.7,486
263,2000-10-19 0:00,21.39,25.7,481.5
264,2000-10-20 0:00,21.39,25.7,483
265,2000-10-21 0:00,21.39,25.7,479
266,2000-10-22 0:00,21.39,25.7,479
267,2000-10-23 0:00,21.39,25.7,479
268,2000-10-24 0:00,21.34,25.7,479
269,2000-10-25 0:00,21.39,25.7,479
270,2000-10-26 0:00,21.39,25.7,477
271,2000-10-27 0:00,21.39,25.7,477.5
272,2000-10-28 0:00,21.29,25.7,477.5
273,2000-10-29 0:00,21.34,25.7,480
274,2000-10-30 0:00,21.29,25.7,480
275,2000-10-31 0:00,21.34,25.7,482
276,2000-11-01 0:00,21.32333333,25.7,480.3333333
277,2000-11-02 0:00,21.34,25.7,477.5
278,2000-11-03 0:00,21.29,25.7,476
279,2000-11-04 0:00,21.39,25.7,479
280,2000-11-05 0:00,21.39,25.7,471
281,2000-11-06 0:00,21.29,25.7,474
282,2000-11-07 0:00,21.29,25.7,477.5
283,2000-11-08 0:00,21.34,25.7,476
284,2000-11-09 0:00,21.29,25.7,474.25
285,2000-11-10 0:00,21.39,25.7,475
286,2000-11-11 0:00,21.29,25.7,476.5
287,2000-11-12 0:00,21.34,25.7,474.5
288,2000-11-13 0:00,21.29,25.7,478
289,2000-11-14 0:00,21.29,25.7,475.3333333
290,2000-11-15 0:00,21.29,25.7,477
291,2000-11-16 0:00,21.29,25.7,475.5
292,2000-11-17 0:00,21.29,25.7,477.5
293,2000-11-18 0:00,21.29,25.7,477.5
294,2000-11-19 0:00,21.29,25.7,478
295,2000-11-20 0:00,21.29,25.7,473.5
296,2000-11-21 0:00,21.29,25.7,472.5
297,2000-11-22 0:00,21.29,25.7,472
298,2000-11-23 0:00,21.29,25.7,469.5
299,2000-11-24 0:00,21.29,25.7,466.6666667
300,2000-11-25 0:00,21.29,25.7,467
301,2000-11-26 0:00,21.29,25.7,469.5
302,2000-11-27 0:00,21.2,25.6,469
303,2000-11-28 0:00,21.29,25.7,471
304,2000-11-29 0:00,21.29,25.7,469
305,2000-11-30 0:00,21.26,25.66666667,467.3333333
306,2000-12-01 0:00,21.245,25.65,471.5
307,2000-12-02 0:00,21.23,25.63333333,471.6666667
308,2000-12-03 0:00,21.29,25.7,475
309,2000-12-04 0:00,21.2,25.6,471
310,2000-12-05 0:00,21.2,25.6,471
311,2000-12-06 0:00,21.245,25.65,471
312,2000-12-07 0:00,21.245,25.65,474.5
313,2000-12-08 0:00,21.2,25.6,475.5
314,2000-12-09 0:00,21.2,25.6,474
315,2000-12-10 0:00,21.2,25.6,469
316,2000-12-11 0:00,21.2,25.6,474
317,2000-12-12 0:00,21.2,25.6,474
318,2000-12-13 0:00,21.2,25.6,468.5
319,2000-12-14 0:00,21.2,25.6,469.5
320,2000-12-15 0:00,21.2,25.6,472.5
321,2000-12-16 0:00,21.2,25.6,467.5
322,2000-12-17 0:00,21.2,25.6,469
323,2000-12-18 0:00,21.2,25.55,466.5
324,2000-12-19 0:00,21.2,25.5,469.5
325,2000-12-20 0:00,21.2,25.5,469
326,2000-12-21 0:00,21.2,25.5,467
327,2000-12-22 0:00,21.2,25.5,467.3333333
328,2000-12-23 0:00,21.2,25.5,467
329,2000-12-24 0:00,21.2,25.5,464.5
330,2000-12-25 0:00,21.2,25.445,466
331,2000-12-26 0:00,21.2,25.5,473
332,2000-12-27 0:00,21.2,25.39,475
333,2000-12-28 0:00,21.2,25.39,471
334,2000-12-29 0:00,21.2,25.39,470
335,2000-12-30 0:00,21.2,25.39,466.25
336,2000-12-31 0:00,21.2,25.39,467
337,2001-01-01 0:00,21.2,25.39,473
338,2001-01-02 0:00,21.2,25.39,468
339,2001-01-03 0:00,21.2,25.39,463
340,2001-01-04 0:00,21.2,25.39,466
341,2001-01-05 0:00,21.2,25.39,467
342,2001-01-06 0:00,21.2,25.29,468
343,2001-01-07 0:00,21.2,25.39,468
344,2001-01-08 0:00,21.2,25.29,468
345,2001-01-09 0:00,21.2,25.34,465.5
346,2001-01-10 0:00,21.2,25.39,464
347,2001-01-11 0:00,21.2,25.34,464.5
348,2001-01-12 0:00,21.2,25.29,465.6666667
349,2001-01-13 0:00,21.2,25.365,465.75
350,2001-01-14 0:00,21.2,25.39,464
351,2001-01-15 0:00,21.2,25.39,467
352,2001-01-16 0:00,21.15,25.39,466.5
353,2001-01-17 0:00,21.2,25.39,465
354,2001-01-18 0:00,21.2,25.39,462
355,2001-01-19 0:00,21.2,25.39,459.6666667
356,2001-01-20 0:00,21.2,25.29,458
357,2001-01-21 0:00,21.2,25.34,462.5
358,2001-01-22 0:00,21.2,25.29,467
359,2001-01-23 0:00,21.2,25.29,466.5
360,2001-01-24 0:00,21.2,25.29,463
361,2001-01-25 0:00,21.2,25.29,465
362,2001-01-26 0:00,21.2,25.29,463.25
363,2001-01-27 0:00,21.2,25.29,460
364,2001-01-28 0:00,21.2,25.29,457
365,2001-01-29 0:00,21.2,25.29,456
366,2001-01-30 0:00,21.245,25.245,454
367,2001-01-31 0:00,21.23,25.23,454
368,2001-02-01 0:00,21.29,25.29,458
369,2001-02-02 0:00,21.2,25.2,456
370,2001-02-03 0:00,21.245,25.245,456.5
371,2001-02-04 0:00,21.245,25.245,458.5
372,2001-02-05 0:00,21.26,25.26,459.6666667
373,2001-02-06 0:00,21.245,25.245,464
374,2001-02-07 0:00,21.245,25.2,465
375,2001-02-08 0:00,21.29,25.2,461
376,2001-02-09 0:00,21.245,25.2,458.5
377,2001-02-10 0:00,21.29,25.2,459
378,2001-02-11 0:00,21.29,25.2,451
379,2001-02-12 0:00,21.29,25.2,456
380,2001-02-13 0:00,21.29,25.2,463
381,2001-02-14 0:00,21.29,25.2,461.6666667
382,2001-02-15 0:00,21.29,25.2,458
383,2001-02-16 0:00,21.29,25.2,450
384,2001-02-17 0:00,21.29,25.2,457
385,2001-02-18 0:00,21.29,25.2,456
386,2001-02-19 0:00,21.29,25.2,456
387,2001-02-20 0:00,21.29,25.2,461
388,2001-02-21 0:00,21.29,25.2,463
389,2001-02-22 0:00,21.29,25.2,460
390,2001-02-23 0:00,21.29,25.2,456
391,2001-02-24 0:00,21.29,25.2,454.5
392,2001-02-25 0:00,21.29,25.2,448.5
393,2001-02-26 0:00,21.29,25.2,453.5
394,2001-02-27 0:00,21.29,25.2,454
395,2001-02-28 0:00,21.29,25.2,454
396,2001-03-01 0:00,21.29,25.245,450.5
397,2001-03-02 0:00,21.29,25.245,453
398,2001-03-03 0:00,21.2,25.2,457
399,2001-03-04 0:00,21.2,25.2,452.5
400,2001-03-05 0:00,21.2,25.2,449
401,2001-03-06 0:00,21.2,25.2,458.6666667
402,2001-03-07 0:00,21.2,25.2,454.5
403,2001-03-08 0:00,21.2,25.245,455.5
404,2001-03-09 0:00,21.2,25.245,453.5
405,2001-03-10 0:00,21.2,25.29,452
406,2001-03-11 0:00,21.2,25.29,451.5
407,2001-03-12 0:00,21.2,25.29,451
408,2001-03-13 0:00,21.16666667,25.35666667,450.3333333
409,2001-03-14 0:00,21.16666667,25.39,450
410,2001-03-15 0:00,21.15,25.39,453.5
411,2001-03-16 0:00,21.1,25.39,454
412,2001-03-17 0:00,21.15,25.39,452.5
413,2001-03-18 0:00,21.1,25.39,454
414,2001-03-19 0:00,21.1,25.39,457
415,2001-03-20 0:00,21.1,25.46333333,450.3333333
416,2001-03-21 0:00,21.1,25.5,451
417,2001-03-22 0:00,21.1,25.5,451
418,2001-03-23 0:00,21.05,25.445,449
419,2001-03-24 0:00,21.1,25.5,449
420,2001-03-25 0:00,21.05,25.445,450
421,2001-03-26 0:00,21.05,25.445,449
422,2001-03-27 0:00,21.1,25.5,445
423,2001-03-28 0:00,21,25.39,443
424,2001-03-29 0:00,21.1,25.5,446.5
425,2001-03-30 0:00,21.1,25.5,446
426,2001-03-31 0:00,21.1,25.5,451.5
427,2001-04-01 0:00,21.1,25.39,445
428,2001-04-02 0:00,21.1,25.39,449
429,2001-04-03 0:00,21.1,25.39,451.6666667
430,2001-04-04 0:00,21.1,25.39,452
431,2001-04-05 0:00,21.1,25.39,451
432,2001-04-06 0:00,21.05,25.34,450
433,2001-04-07 0:00,21.1,25.39,450
434,2001-04-08 0:00,21.1,25.39,448
435,2001-04-09 0:00,21.1,25.39,450.6666667
436,2001-04-10 0:00,21.1,25.39,450
437,2001-04-11 0:00,21.15,25.39,446
438,2001-04-12 0:00,21.1,25.39,444
439,2001-04-13 0:00,21.125,25.39,447.5
440,2001-04-14 0:00,21.13333333,25.39,443.3333333
441,2001-04-15 0:00,21.1,25.34,443.5
442,2001-04-16 0:00,21.1,25.34,444
443,2001-04-17 0:00,21.15,25.34,449
444,2001-04-18 0:00,21.2,25.29,449.3333333
445,2001-04-19 0:00,21.15,25.29,448
446,2001-04-20 0:00,21.15,25.245,449.5
447,2001-04-21 0:00,21.2,25.245,450
448,2001-04-22 0:00,21.2,25.2,447
449,2001-04-23 0:00,21.2,25.2,446
450,2001-04-24 0:00,21.13333333,25.2,443
451,2001-04-25 0:00,21.16666667,25.2,444
452,2001-04-26 0:00,21.2,25.2,444.5
453,2001-04-27 0:00,21.2,25.2,445
454,2001-04-28 0:00,21.2,25.2,451
455,2001-04-29 0:00,21.2,25.2,450
456,2001-04-30 0:00,21.2,25.2,444
457,2001-05-01 0:00,21.2,25.2,443
458,2001-05-02 0:00,21.2,25.1,438.5
459,2001-05-03 0:00,21.2,25.1,441
460,2001-05-04 0:00,21.2,25.1,444
461,2001-05-05 0:00,21.2,25.15,441.5
462,2001-05-06 0:00,21.2,25.1,441
463,2001-05-07 0:00,21.2,25.1,439.5
464,2001-05-08 0:00,21.2,25.1,441
465,2001-05-09 0:00,21.2,25.1,442
466,2001-05-10 0:00,21.2,25.1,441
467,2001-05-11 0:00,21.2,25.1,436
468,2001-05-12 0:00,21.2,25.1,442.5
469,2001-05-13 0:00,21.2,25.1,446
470,2001-05-14 0:00,21.2,25.1,443
471,2001-05-15 0:00,21.2,25.1,437.5
472,2001-05-16 0:00,21.2,25.1,440.5
473,2001-05-17 0:00,21.2,25.05,439.5
474,2001-05-18 0:00,21.2,25,443
475,2001-05-19 0:00,21.2,25,443
476,2001-05-20 0:00,21.2,25,438.5
477,2001-05-21 0:00,21.2,25,438
478,2001-05-22 0:00,21.2,25,442.3333333
479,2001-05-23 0:00,21.2,25,448
480,2001-05-24 0:00,21.2,25.1,447.5
481,2001-05-25 0:00,21.125,25.1,445.75
482,2001-05-26 0:00,21.1,25,439
483,2001-05-27 0:00,21.1,25.1,440
484,2001-05-28 0:00,21.1,25.1,441.5
485,2001-05-29 0:00,21.1,25.06666667,439
486,2001-05-30 0:00,21.1,25,439
487,2001-05-31 0:00,21.1,25.1,437.5
488,2001-06-01 0:00,21.05,25.05,437.5
489,2001-06-02 0:00,21.1,25.1,439.3333333
490,2001-06-03 0:00,21.1,25.1,443
491,2001-06-04 0:00,21,25,440.5
492,2001-06-05 0:00,21,25,442.3333333
493,2001-06-06 0:00,21,25,440.6666667
494,2001-06-07 0:00,21,25,440
495,2001-06-08 0:00,21,25,439
496,2001-06-09 0:00,21,25,442
497,2001-06-10 0:00,21,25,443.5
498,2001-06-11 0:00,21,25,445
499,2001-06-12 0:00,21,25,445
500,2001-06-13 0:00,21,25.05,442.5
501,2001-06-14 0:00,21,25.1,440
502,2001-06-15 0:00,21,25,439.5
503,2001-06-16 0:00,21,25,438.5
504,2001-06-17 0:00,21,25,435
505,2001-06-18 0:00,21,25,439.5
506,2001-06-19 0:00,21,25,440.5
507,2001-06-20 0:00,21,25,439.5
508,2001-06-21 0:00,21,25,441
509,2001-06-22 0:00,21,25,442
510,2001-06-23 0:00,21,25,445
511,2001-06-24 0:00,21,25,444
512,2001-06-25 0:00,21,25,445
513,2001-06-26 0:00,21,24.89,444
514,2001-06-27 0:00,21,24.89,443
515,2001-06-28 0:00,21,24.89,448
516,2001-06-29 0:00,21.05,24.945,443
517,2001-06-30 0:00,21.05,24.945,440
518,2001-07-01 0:00,21,24.89,440
519,2001-07-02 0:00,21.03333333,24.92666667,441
520,2001-07-03 0:00,21.05,24.945,440.5
521,2001-07-04 0:00,21.05,24.945,444.5
522,2001-07-05 0:00,21.1,25,446
523,2001-07-06 0:00,21.05,24.945,442.5
524,2001-07-07 0:00,21,24.89,439
525,2001-07-08 0:00,21.1,24.89,441
526,2001-07-09 0:00,21.1,24.89,438.3333333
527,2001-07-10 0:00,21.03333333,24.89,439.5
528,2001-07-11 0:00,21.075,24.9725,440.75
529,2001-07-12 0:00,21.03333333,24.92666667,437
530,2001-07-13 0:00,21.1,24.945,440.5
531,2001-07-14 0:00,21.1,24.9175,442.25
532,2001-07-15 0:00,21.1,24.89,435
533,2001-07-16 0:00,21.1,24.89,435.5
534,2001-07-17 0:00,21.1,24.89,432
535,2001-07-18 0:00,21.1,24.89,439.5
536,2001-07-19 0:00,21.05,24.84,442.5
537,2001-07-20 0:00,21.1,24.89,438.5
538,2001-07-21 0:00,21.05,24.84,435.5
539,2001-07-22 0:00,21.06666667,24.85666667,437.3333333
540,2001-07-23 0:00,21.1,24.89,437
541,2001-07-24 0:00,21.03333333,24.82333333,438
542,2001-07-25 0:00,21.025,24.84,435
543,2001-07-26 0:00,21,24.79,440
544,2001-07-27 0:00,21,24.82333333,441.3333333
545,2001-07-28 0:00,21,24.85666667,435
546,2001-07-29 0:00,21,24.89,432
547,2001-07-30 0:00,21,24.89,435.5
548,2001-07-31 0:00,21,24.89,444
549,2001-08-01 0:00,21,24.84,444.5
550,2001-08-02 0:00,21,24.89,446
551,2001-08-03 0:00,21,24.89,445
552,2001-08-04 0:00,21,24.89,438.3333333
553,2001-08-05 0:00,21,24.89,445.5
554,2001-08-06 0:00,21,24.89,439
555,2001-08-07 0:00,21,24.89,439
556,2001-08-08 0:00,20.945,24.89,439.5
557,2001-08-09 0:00,20.96333333,24.89,443.3333333
558,2001-08-10 0:00,20.89,24.89,443.5
559,2001-08-11 0:00,20.92666667,24.89,444
560,2001-08-12 0:00,21,24.89,447.5
561,2001-08-13 0:00,20.89,24.89,445.5
562,2001-08-14 0:00,20.89,24.89,443
563,2001-08-15 0:00,20.89,24.89,438
564,2001-08-16 0:00,20.89,24.89,428
565,2001-08-17 0:00,20.89,24.89,431
566,2001-08-18 0:00,20.89,24.89,441
567,2001-08-19 0:00,20.89,24.89,446
568,2001-08-20 0:00,20.89,24.89,447
569,2001-08-21 0:00,20.89,24.89,439
570,2001-08-22 0:00,20.89,24.89,438.3333333
571,2001-08-23 0:00,20.89,24.89,442
572,2001-08-24 0:00,20.92666667,24.79,443.3333333
573,2001-08-25 0:00,20.89,24.79,448
574,2001-08-26 0:00,20.89,24.79,444.5
575,2001-08-27 0:00,20.92666667,24.79,443.3333333
576,2001-08-28 0:00,20.945,24.79,445
577,2001-08-29 0:00,21,24.7,445
578,2001-08-30 0:00,21,24.7,443.5
579,2001-08-31 0:00,21,24.7,439
580,2001-09-01 0:00,21,24.7,441.5
581,2001-09-02 0:00,21,24.63333333,441.3333333
582,2001-09-03 0:00,21,24.6,441
583,2001-09-04 0:00,21,24.6,441
584,2001-09-05 0:00,21,24.6,440
585,2001-09-06 0:00,21,24.6,436
586,2001-09-07 0:00,21,24.6,444
